942,3,3,3,"3Tec","DUM","Prod","2.088",,84,3.00000,,,,"20150316","20150715",0.00540,,,"2.088",,,,"aBn",,,,1,1,,,,,0,0,,,,,300000,3.00000,,,,
1,3,3,3,"3Tec","NN","Prod","2.088",,134,3.00000,,,,"20150316","20150715",0.00540,"nur 2 Kurse Prod",,"2.088",,,,"aBn",,,,1,1,,,,,0,0,,,,,300000,3.00000,,,,
1,3,3,0,"3Tec-G2/Inf","NN","Prod","2.088",,134,3.00000,,,,"20150316","20150715",0.00540,"nur 2 Kurse Prod",,"2.088",,,,"aBn",,,,1,1,,,,,0,0,,,,,300000,3.00000,,,,
1002,2,2,2,"3Tec","REB","Physik Prak","G246",,42,2.00000,,,,"20150316","20150715",0.00360,,,"2.088",,,,"Bn",,,,1,1,,,,,0,0,,,,,200000,2.00000,,,,
1002,2,0,2,"3Tec","REI","Physik Prak","G246",,42,2.00000,,,,"20150316","20150715",0.00360,,,"2.088",,,,"Bn",,,,1,1,,,,,0,0,,,,,200000,2.00000,,,,
1102,2,2,2,"3Tec","MEN","Physik Prak-G2","G246",,92,2.00000,,,,"20150316","20150715",0.00360,"bei Bedarf",,"2.088",,,,"aBn",,,,1,1,,,,,0,0,,,,,200000,2.00000,,,,
1102,2,2,0,"3Tec-G2","MEN","Physik Prak-G2","G246",,92,2.00000,,,,"20150316","20150715",0.00360,"bei Bedarf",,"2.088",,,,"aBn",,,,1,1,,,,,0,0,,,,,200000,2.00000,,,,
1102,2,2,0,"2AU","MEN","Physik Prak-G2","G246",,92,2.00000,,,,"20150316","20150715",0.00360,"bei Bedarf",,"2.088",,,,"aBn",,,,1,1,,,,,0,0,,,,,200000,2.00000,,,,
1102,2,0,2,"3Tec","STB","Physik Prak-G2","G246",,92,2.00000,,,,"20150316","20150715",0.00360,"bei Bedarf",,"2.088",,,,"aBn",,,,1,1,,,,,0,0,,,,,200000,2.00000,,,,
1102,2,0,0,"3Tec-G2","STB","Physik Prak-G2","G246",,92,2.00000,,,,"20150316","20150715",0.00360,"bei Bedarf",,"2.088",,,,"aBn",,,,1,1,,,,,0,0,,,,,200000,2.00000,,,,
1102,2,0,0,"2AU","STB","Physik Prak-G2","G246",,92,2.00000,,,,"20150316","20150715",0.00360,"bei Bedarf",,"2.088",,,,"aBn",,,,1,1,,,,,0,0,,,,,200000,2.00000,,,,
2,2,2,2,"3Tec","NN","Physik Prak-G2","G246",,42,2.00000,,,,"20150316","20150715",0.00360,"bei Bedarf",,"2.088",,,,"aBIn",,,,1,1,,,,,0,0,,,,,200000,2.00000,,,,
2,2,0,2,"3Tec","NN2","Physik Prak-G2","G246",,42,2.00000,,,,"20150316","20150715",0.00360,"bei Bedarf",,"2.088",,,,"aBIn",,,,1,1,,,,,0,0,,,,,200000,2.00000,,,,
3,2,2,2,"3Tec","ANZ","ME2","2.088",,84,2.00000,,,,"20150316","20150715",0.00360,,,"2.088",,,,"aBn",,,,1,1,,,,,0,0,,,,,200000,2.00000,,,,
996,1,1,1,"3Tec","NN","WT-Projekt","2.088",,84,1.00000,,,,"20150316","20150715",0.00180,"bis zu 30 Stud",,"2.088",,,,"BIn",,,,,,,,,,0,0,,,,,100000,1.00000,,,,
998,1,1,1,"3Tec","RAB","WT-Projekt-G1","2.088",,84,1.00000,,,,"20150316","20150715",0.00180,"bis zu 30 Stud",,"2.088",,,,"aBn",,,,,,,,,,0,0,,,,,100000,1.00000,,,,
1100,1,1,1,"3Tec","NN","WT-Projekt-G2","2.088",,84,1.00000,,,,"20150316","20150715",0.00180,"bis zu 30 Stud",,"2.088",,,,"BIn",,,,,,,,,,0,0,,,,,100000,1.00000,,,,
728,1,1,1,"3Tec","RAB","WT-Projekt-G2","2.088",,184,1.00000,,,,"20150316","20150715",0.00180,"bis zu 30 Stud",,"2.088",,,,"aBn",,,,,,,,,,0,0,,,,,100000,1.00000,,,,
728,1,1,0,"3Tec-G2","RAB","WT-Projekt-G2","2.088",,184,1.00000,,,,"20150316","20150715",0.00180,"bis zu 30 Stud",,"2.088",,,,"aBn",,,,,,,,,,0,0,,,,,100000,1.00000,,,,
728,1,1,0,"3Inf/Bio","RAB","WT-Projekt-G2","2.088",,184,1.00000,,,,"20150316","20150715",0.00180,"bis zu 30 Stud",,"2.088",,,,"aBn",,,,,,,,,,0,0,,,,,100000,1.00000,,,,
